,Date,Steam,certainty,emphasis,GamersGate,certainty,emphasis,GameStop PC,certainty,emphasis,GamesPlanet UK,certainty,emphasis,GamesPlanet DE,certainty,emphasis,GamesPlanet FR,certainty,emphasis,GamesPlanet US,certainty,emphasis,GreenMan Gaming,certainty,emphasis,GetGames,certainty,emphasis,Amazon,certainty,emphasis,Nuuvem,certainty,emphasis,GameFly,certainty,emphasis,Direct2Drive,certainty,emphasis,Uplay PC,certainty,emphasis,Humble Store,certainty,emphasis,Newegg,certainty,emphasis,FunStock Digital,certainty,emphasis
82,2013-09-02T11:45:04.000Z,59.99,True,False,59.95,True,False,59.99,True,False,,False,False,,False,False,,False,False,59.95,True,False,,False,False,59.99,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,,False,False,,False,False
83,2013-09-02T19:45:07.000Z,59.99,True,False,59.95,True,False,59.99,True,False,,False,False,,False,False,,False,False,59.95,True,False,,False,False,59.99,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,,False,False,,False,False
84,2013-09-03T03:45:04.000Z,59.99,True,False,59.95,True,False,59.99,True,False,,False,False,,False,False,,False,False,59.95,True,False,,False,False,59.99,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,,False,False,,False,False
85,2013-09-03T11:45:06.000Z,59.99,True,False,59.95,True,False,59.99,True,False,,False,False,,False,False,,False,False,59.95,True,False,,False,False,59.99,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,,False,False,,False,False
86,2013-09-03T19:45:06.000Z,59.99,True,False,59.95,True,False,59.99,True,False,,False,False,,False,False,,False,False,59.95,True,False,,False,False,59.99,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,,False,False,,False,False
87,2013-09-04T03:45:05.000Z,59.99,True,False,59.95,True,False,59.99,True,False,,False,False,,False,False,,False,False,59.95,True,False,,False,False,59.99,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,,False,False,,False,False
88,2013-09-04T11:45:06.000Z,59.99,True,False,59.95,True,False,59.99,True,False,,False,False,,False,False,,False,False,59.95,True,False,,False,False,59.99,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,,False,False,,False,False
89,2013-09-04T19:45:06.000Z,59.99,True,False,59.95,True,False,59.99,True,False,,False,False,,False,False,,False,False,59.95,True,False,,False,False,59.99,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,,False,False,,False,False
90,2013-09-05T03:45:07.000Z,59.99,True,False,59.95,True,False,59.99,True,False,,False,False,,False,False,,False,False,59.95,True,False,,False,False,59.99,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,,False,False,,False,False
91,2013-09-05T11:45:05.000Z,59.99,True,False,59.95,True,False,59.99,True,False,,False,False,,False,False,,False,False,59.95,True,False,,False,False,59.99,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,59.99,True,False,,False,False,,False,False,,False,False
