game,developer,pub_date,publisher,score,user_review_score,dsct_1st_month_20_pct_plus,dsct_2nd_month_20_pct_plus,dsct_3rd_month_20_pct_plus,dsct_4th_month_20_pct_plus,genre_2d,genre_3d,genre_action,genre_adventure,genre_arcade,genre_basketball,genre_beatemup,genre_compilation,genre_drivingracing,genre_fighting,genre_firstperson,genre_fixedscreen,genre_flight,genre_freetoplay,genre_gambling,genre_golf,genre_hiddenobject,genre_management,genre_miscellaneous,genre_mmo,genre_moba,genre_musicrhythm,genre_onrails,genre_openworld,genre_partyminigame,genre_pinball,genre_platformer,genre_puzzle,genre_realtime,genre_roguelike,genre_roleplaying,genre_shootemup,genre_shooter,genre_simulation,genre_skateboardingskating,genre_soccer,genre_sports,genre_strategy,genre_survival,genre_tactical,genre_teambased,genre_textbased,genre_thirdperson,genre_turnbased,genre_wrestling
Mercenary Kings,"[u'Tribute Games Inc.', u'Tribute Games']",2013-07-22,"[u'Tribute Games Inc.', u'Tribute Games']",6.0,5.9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Metal Gear Rising: Revengeance,"[u'TransGaming Inc.', u'PlatinumGames']",2013-02-19,[u'Konami'],8.0,7.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metal Gear Solid,"[u'bleem!', u'Digital Dialect', u'KCEJ']",1998-10-21,"[u'bleem!', u'Microsoft Game Studios', u'Konami']",85.0,9.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metal Gear Solid V: Ground Zeroes,[u'Kojima Productions'],2014-03-18,[u'Konami'],8.0,7.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metro Redux,[u'4A Games'],2014-08-26,"[u'Deep Silver', u'Spike Chunsoft']",8.0,8.4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metro: Last Light,[u'4A Games'],2013-05-13,"[u'Deep Silver', u'CyberFront', u'Spike Chunsoft']",9.0,8.3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Miasmata,[u'IonFX'],2012-11-28,[u'IonFX'],75.0,6.6,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle-earth: Shadow of Mordor,"[u'Monolith Productions', u'Behaviour Interactive']",2014-09-30,[u'Warner Bros. Interactive Entertainment'],8.0,8.1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minimum,[u'Human Head Studios'],2014-09-12,[u'Atari'],6.0,6.3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moebius: Empire Rising,[u'Pinkerton Road Studio'],2014-04-15,[u'Phoenix Online Publishing'],4.0,7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco: What's Yours Is Mine,[u'Pocketwatch Games'],2013-04-24,"[u'Pocketwatch Games', u'Merge Games', u'Majesco Games']",7.0,7.7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monochroma,[u'Nowhere Studios'],2014-05-28,"[u'Merge Games', u'Nowhere Studios']",4.0,4.9,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montague's Mount,[u'Polypusher Studios'],2013-10-09,[u'Mastertronic'],2.0,3.1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morphopolis,"[u'Micro Macro Games', u'Daniel Walters']",2013-11-07,"[u'Micro Macro Games', u'Daniel Walters', u'mcro', u'Dan Walters']",6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MouseCraft,[u'Crunching Koalas'],2014-07-08,"[u'Crunching Koalas', u'Curve Studios']",6.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munin,[u'Gojira'],2014-06-10,[u'Daedalic Entertainment'],6.0,0.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murdered: Soul Suspect,[u'Airtight Games'],2014-06-03,[u'Square Enix'],6.0,6.7,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mutant Mudds,[u'Renegade Kid'],2012-01-26,"[u'Rainy Frog', u'Renegade Kid']",75.0,7.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA 2K13,"[u'Virtuos', u'2K Sports', u'Visual Concepts']",2012-10-02,"[u'2K Sports', u'2K Games']",9.0,8.1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
NBA 2K15,"[u'2K Games', u'2K Sports', u'Visual Concepts']",2014-10-07,"[u'2K Sports', u'2K Games']",9.0,7.6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
NaissanceE,[u'Limasse Five'],2014-02-13,"[u'Plug In Digital', u'Limasse Five']",8.0,5.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natural Selection 2,[u'Unknown Worlds Entertainment'],2012-10-30,[u'Unknown Worlds Entertainment'],8.0,8.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Need for Speed: Rivals,[u'Ghost Games'],2013-11-15,[u'Electronic Arts'],8.0,6.4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nether,"[u'Phosphor Games Studio, LLC']",2014-06-05,[u'Nether Productions'],5.0,5.7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Alone,[u'Upper One Games'],2014-11-18,"[u'E-Line Media', u'Unity Games Japan', u'Upper One Games']",4.0,5.7,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neverwinter,[u'Cryptic Studios'],2013-06-20,[u'Perfect World Entertainment'],7.0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nosgoth,[u'Psyonix'],2014-03-26,[u'Square Enix'],6.0,7.5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oblitus,[u'Connor Ullmann'],2015-02-27,[u'Adult Swim'],8.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OlliOlli,"[u'Tom Hegarty', u'roll7']",2014-01-22,"[u'Curve Studios', u'Devolver Digital', u'roll7']",8.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Omerta: City of Gangsters,[u'Kalypso'],2013-01-31,[u'Kalypso'],4.0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Only If,[u'Creability'],2014-07-25,[u'Creability'],2.0,3.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oozi: Earth Adventure,[u'AwesomeGamesStudio'],2012-09-16,"[u'Awesome Games Studio', u'AwesomeGamesStudio']",6.0,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orcs Must Die!,[u'Robot Entertainment'],2011-10-05,"[u'Robot Entertainment', u'Mastertronic']",75.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orcs Must Die! 2,[u'Robot Entertainment'],2012-07-30,[u'Robot Entertainment'],8.0,7.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ori and the Blind Forest,[u'Mon Studios'],2015-03-11,[u'Microsoft Game Studios'],9.0,9.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outlast,[u'Red Barrels'],2013-09-04,[u'Red Barrels'],7.0,8.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pac-Man and the Ghostly Adventures,[u'Namco Bandai Games'],2013-10-29,"[u'Namco Bandai Games', u'Bandai Namco Games']",5.0,4.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Painkiller: Hell & Damnation,[u'The Farm 51'],2012-10-31,"[u'Nordic Games Publishing', u'Intergrow']",7.0,6.4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Pandora: First Contact,[u'Proxy Studios'],2013-11-14,[u'Slitherine'],4.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Papo & Yo,[u'Minority'],2012-08-14,[u'Minority'],75.0,7.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Path of Exile,[u'Grinding Gear Games'],2013-10-23,[u'Grinding Gear Games'],9.0,8.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pid,[u'Might and Delight'],2012-10-31,"[u'Might and Delight', u'D3Publisher']",7.0,6.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PlanetSide,[u'Sony Online Entertainment'],2003-05-20,"[u'Sony Online Entertainment', u'Ubisoft']",79.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PlanetSide 2,[u'Sony Online Entertainment'],2012-11-20,"[u'Deep Silver', u'Sony Online Entertainment']",85.0,7.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Planetary Annihilation,[u'Uber Entertainment'],2014-09-05,"[u'Nordic Games Publishing', u'Uber Entertainment']",7.0,6.3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Poker Night 2,[u'Telltale Games'],2013-04-24,[u'Telltale Games'],7.0,6.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primal Carnage,[u'Lukewarm Media'],2012-10-29,[u'Reverb'],65.0,7.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Prime World,[u'Nival Interactive'],2015-12-31,[u'Nival Interactive'],6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pro Evolution Soccer 2015,[u'Konami'],2014-11-11,[u'Konami'],8.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
Proteus,[u'Ed Key and David Kanaga'],2013-01-30,"[u'Twisted Tree', u'Curve Studios']",8.0,5.2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prototype,[u'Radical Entertainment'],2009-06-09,"[u'Mastertronic', u'Activision']",85.0,8.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prototype 2,[u'Radical Entertainment'],2012-04-24,[u'Activision'],75.0,7.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q*bert,"[u'Gottlieb', u'Western Technologies, Inc.', u'Parker Bros.', u'Artech Digital Entertainment', u'Pipe Dream Interactive', u'Parker Bros', u'Roklan']",1982-10-25,"[u'Gottlieb', u'Parker Bros.', u'Parker Bros', u'Hasbro Interactive', u'MacSoft', u'Atari', u'Sony Online Entertainment']",36.0,6.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q*bert: Rebooted,[u'Sideline Amusements'],2014-07-07,"[u'Sideline Amusements', u'LOOT Entertainment']",3.0,4.3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantum Conundrum,[u'Airtight Games'],2012-06-21,[u'Square Enix'],75.0,7.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raven's Cry,[u'Reality Pump'],2014-12-16,[u'TopWare Interactive'],1.0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rayman Legends,[u'Ubisoft Montpellier'],2013-08-29,"[u'Ubisoft', u'Nintendo']",9.0,8.8,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redshirt,[u'The Tiniest Shark'],2013-11-13,[u'Positech Games'],6.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Remember Me,[u'DONTNOD Entertainment'],2013-06-03,[u'Capcom'],7.0,7.1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: Operation Raccoon City,[u'Slant Six'],2012-03-20,[u'Capcom'],45.0,5.8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: Revelations 2,"[u'Capcom', u'Frima Studio']",2015-02-24,[u'Capcom'],7.0,7.5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Resonance,[u'xii games'],2012-06-19,[u'Wadjet Eye Games'],5.0,7.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retro/Grade,[u'24 Carat Games'],2012-08-21,[u'24 Carat Games'],7.0,7.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Reus,[u'Abbey Games'],2013-05-16,[u'Abbey Games'],8.0,7.3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Revelations 2012,[u'Dark Artz Entertainment'],2012-04-23,[u'Dark Artz Entertainment'],15.0,3.8,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Richard & Alice,[u'Denby / Raze'],2013-02-21,"[u'Mastertronic', u'Denby / Raze']",5.0,5.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ride to Hell: Retribution,[u'Deep Silver'],2013-06-24,[u'Deep Silver'],1.0,3.3,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridge Racer Unbounded,[u'Bugbear'],2012-03-27,[u'Namco Bandai Games'],8.0,6.9,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigonauts,[u'Engient'],2012-08-07,[u'Engient'],6.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rise of Venice,[u'Kalypso'],2013-09-27,"[u'Kalypso', u'5pb']",7.0,6.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Risen 3: Titan Lords,[u'Piranha Bytes'],2014-08-12,[u'Deep Silver'],7.0,6.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk of Rain,[u'Chucklefish'],2013-11-08,[u'Chucklefish'],8.0,8.1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Road Not Taken,[u'Spry Fox'],2014-08-05,[u'Spry Fox'],7.0,6.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogue Legacy,[u'Cellar Door Games'],2013-06-27,[u'Cellar Door Games'],8.0,8.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollers of the Realm,[u'Phantom Compass'],2014-11-18,"[u'ATLUS', u'Arc System Works']",4.0,8.2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryse: Son of Rome,[u'Crytek'],2013-11-22,"[u'Deep Silver', u'Crytek', u'Microsoft Game Studios']",4.0,6.9,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPACECOM,[u'FLOW COMBINE'],2014-09-17,[u'11 bit studios'],5.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sacred 3,[u'Deep Silver'],2014-07-31,"[u'Deep Silver', u'Spike Chunsoft']",4.0,3.5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saints Row IV,"[u'Volition Inc.', u'Deep Silver']",2013-08-20,"[u'Deep Silver', u'E-Frontier', u'Spike Chunsoft']",75.0,7.6,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samurai Gunn,[u'Beau Blyth'],2015-12-31,[u'Maxistentialism'],8.0,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanctum 2,[u'Coffee Stain Studios'],2013-05-15,"[u'Coffee Stain Studios', u'5pb', u'Reverb']",8.0,6.7,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Scarygirl,[u'TikGames'],2012-01-18,[u'Square Enix'],6.0,6.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scourge: Outbreak,[u'Tragnarion Studios'],2013-07-03,"[u'TransGaming Inc.', u'BITBOX S.L.', u'UFO Interactive']",2.0,4.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Scribblenauts Unlimited,[u'5TH Cell'],2012-11-13,[u'Warner Bros. Interactive Entertainment'],7.0,7.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scribblenauts Unmasked: A DC Comics Adventure,[u'5TH Cell'],2013-09-24,[u'Warner Bros. Interactive Entertainment'],5.0,6.6,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shad'O,[u'Okugi Studio'],2012-09-04,[u'Okugi Studio'],7.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shadow Warrior,[u'Flying Wild Hog'],2013-09-26,"[u'Devolver Digital', u'Mastertronic', u'Majesco Games']",7.0,7.7,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
